scenario,counterfactual_id,date,incumbent,counterfactual_target,NAV_open,NAV_before_transition,NAV_close,net_daily_return,gross_same_asset_return,transition_type,transition_cost,stock_etf_cost_split,execution_status,slippage_bp_per_side,metric_eligible
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-08,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-09,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-10,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-11,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-14,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-15,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-16,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-17,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-18,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-21,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-22,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-23,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-24,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-25,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-28,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-29,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-30,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-08-31,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-01,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-04,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-05,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-06,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-07,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-08,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-11,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-12,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-13,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-14,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-15,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-18,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-19,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-20,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-21,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-22,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-25,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-26,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-27,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-09-28,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-02,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-03,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-04,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-05,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-06,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-11,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-12,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-13,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-16,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-17,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-18,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-19,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-20,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-23,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-24,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-25,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-26,,,1.0,1.0,1.0,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,False
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-27,,3548,1.0,1.0,0.998075,-0.0019249999999999545,0.0,no_position_to_stock,0.001925,stock_only_EP05+10bp_per_side,executed_exact_official_close,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-30,3548,3548,0.998075,1.0052297245412765,1.0052297245412765,0.00716852394987999,0.00716852394987999,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-10-31,3548,3548,1.0052297245412765,1.0624670525613944,1.0624670525613944,0.05693954985885186,0.05693954985885186,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-01,3548,4162,1.0624670525613944,1.0803536882983005,1.072953265533457,0.009869682967375226,0.01683500273611771,stock_to_stock,0.007400422764843359,stock_only_EP05+10bp_per_side,executed_exact_official_close,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-02,4162,4162,1.072953265533457,1.0682678969632395,1.0682678969632395,-0.004366796505240189,-0.004366796505240078,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-03,4162,4162,1.0682678969632395,1.0495263438465807,1.0495263438465807,-0.017543870006704654,-0.017543870006704654,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-06,4162,4162,1.0495263438465807,1.0823240815096806,1.0823240815096806,0.031250037557793986,0.031250037557793986,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-07,4162,4162,1.0823240815096806,1.0682678969632395,1.0682678969632395,-0.012987038528085582,-0.012987038528085582,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-08,4162,3548,1.0682678969632395,1.0542117124167985,1.0469903621867434,-0.019917789195932678,-0.01315792095447088,stock_to_stock,0.00722135023005507,stock_only_EP05+10bp_per_side,executed_exact_official_close,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-09,3548,3548,1.0469903621867434,1.0469903621867434,1.0469903621867434,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-10,3548,3548,1.0469903621867434,1.0558382001479365,1.0558382001479365,0.008450734868956644,0.008450734868956644,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-13,3548,3548,1.0558382001479365,1.0794324668853084,1.0794324668853084,0.02234647954020419,0.02234647954020419,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-14,3548,3548,1.0794324668853084,1.1472655373383633,1.1472655373383633,0.06284142133392256,0.06284142133392256,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-15,3548,2454,1.1472655373383633,1.1148236256849395,1.1071870838489977,-0.0349338947131167,-0.02827759624741144,stock_to_stock,0.007636541835941836,stock_only_EP05+10bp_per_side,executed_exact_official_close,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-16,2454,2454,1.1071870838489977,1.0888966615203035,1.0888966615203035,-0.016519721549776212,-0.016519721549776212,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-17,2454,2454,1.0888966615203035,1.1023096712388094,1.1023096712388094,0.012317982222278756,0.012317982222278756,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-20,2454,2454,1.1023096712388094,1.1120646631798363,1.1120646631798363,0.008849592991472033,0.008849592991472033,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-21,2454,2454,1.1120646631798363,1.1291357740361458,1.1291357740361458,0.015350825740201524,0.015350825740201524,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-22,2454,3545,1.1291357740361458,1.1486457579181995,1.1407775344764597,0.01031032822447897,0.01727868723201853,stock_to_stock,0.007868223441739666,stock_only_EP05+10bp_per_side,executed_exact_official_close,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-23,3545,3545,1.1407775344764597,1.1546331951670716,1.1546331951670716,0.012145804306157526,0.012145804306157526,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-24,3545,3545,1.1546331951670716,1.1546331951670716,1.1546331951670716,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-27,3545,3545,1.1546331951670716,1.1130663594534684,1.1130663594534684,-0.03600003523854056,-0.03600003523854056,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-28,3545,3545,1.1130663594534684,1.22391113272455,1.22391113272455,0.09958505378377258,0.09958505378377258,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-29,3545,3545,1.22391113272455,1.1915814041380213,1.1915814041380213,-0.026415094790877114,-0.026415094790877114,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-11-30,3545,3362,1.1915814041380213,1.1915814041380213,1.1834190715196757,-0.006850000000000023,0.0,stock_to_stock,0.008162332618345446,stock_only_EP05+10bp_per_side,executed_exact_official_close,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-01,3362,3362,1.1834190715196757,1.2379396224990982,1.2379396224990982,0.046070367033556714,0.046070367033556714,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-04,3362,3362,1.2379396224990982,1.193040327743892,1.193040327743892,-0.03626937367475602,-0.036269373674756133,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-05,3362,3362,1.193040327743892,1.160969374620974,1.160969374620974,-0.026881700791762886,-0.026881700791762886,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-06,3362,3362,1.160969374620974,1.15455520380483,1.15455520380483,-0.005524840668805875,-0.005524840668805875,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-07,3362,3362,1.15455520380483,1.15134801935456,1.15134801935456,-0.002777852838652173,-0.002777852838652173,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-08,3362,3362,1.15134801935456,1.157762190170704,1.157762190170704,0.005571009554296014,0.005571009554296014,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-11,3362,3362,1.157762190170704,1.1834190715196757,1.1834190715196757,0.022160752498912473,0.022160752498912473,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-12,3362,3362,1.1834190715196757,1.2058686693761802,1.2058686693761802,0.01897011667023074,0.01897011667023074,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-13,3362,2329,1.2058686693761802,1.1641764600290458,1.156201851277847,-0.0411875848171982,-0.034574419591399175,stock_to_stock,0.007974608751198965,stock_only_EP05+10bp_per_side,executed_exact_official_close,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-14,2329,2329,1.156201851277847,1.1374323961607788,1.1374323961607788,-0.016233718270147968,-0.016233718270147857,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-15,2329,2329,1.1374323961607788,1.0980164031622655,1.0980164031622655,-0.0346534819401626,-0.03465348194016249,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-18,2329,2329,1.0980164031622655,1.0811238020551244,1.0811238020551244,-0.015384652777946428,-0.015384652777946428,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-19,2329,2329,1.0811238020551244,1.0586004101637527,1.0586004101637527,-0.02083331423150303,-0.02083331423150292,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-20,2329,2329,1.0586004101637527,1.062354346938056,1.062354346938056,0.00354613198546061,0.00354613198546061,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-21,2329,2329,1.062354346938056,1.0360770182723809,1.0360770182723809,-0.024734994252541442,-0.02473499425254133,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-22,2329,2329,1.0360770182723809,1.0360770182723809,1.0360770182723809,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-25,2329,2329,1.0360770182723809,1.0342000880109705,1.0342000880109705,-0.0018115740705647587,-0.0018115740705647587,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-26,2329,2329,1.0342000880109705,1.0435847393180213,1.0435847393180213,0.009074309135962189,0.009074309135962189,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-27,2329,2329,1.0435847393180213,1.0266922907138467,1.0266922907138467,-0.016186944833261663,-0.016186944833261774,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-28,2329,2329,1.0266922907138467,1.0173074869038292,1.0173074869038292,-0.009140814531189645,-0.009140814531189534,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
H2_forced_replacement_only,H2_forced_replacement_only_5bp,2023-12-29,2329,2329,1.0173074869038292,1.0229383539395431,1.0229383539395431,0.005535068903160578,0.005535068903160578,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,5,True
