signal_date,signal_variant,ticker,path_basis,exact_or_proxy,entry_price_available,exit_price_available,entry_date,exit_date,holding_days_target,proxy_stock_forward_return_5d,forward_excess_vs_00631L_5d,exact_price_blocked_reason,forward_return_as_rule,diagnostic_only
2015-07-17,dynamic80_top1_rs20_7core_context_proxy,8096,same_week_close_to_next_5td_proxy,proxy,False,False,2015-07-17,,5,-0.06912442396313363,-0.0916193721085889,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-07-24,dynamic80_top1_rs20_7core_context_proxy,6217,same_week_close_to_next_5td_proxy,proxy,False,False,2015-07-24,,5,-0.07128309572301428,-0.088689426010237,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-07-31,dynamic80_top1_rs20_7core_context_proxy,1707,same_week_close_to_next_5td_proxy,proxy,False,False,2015-07-31,,5,-0.10849056603773585,-0.1265951707282079,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-08-07,dynamic80_top1_rs20_7core_context_proxy,2383,same_week_close_to_next_5td_proxy,proxy,False,False,2015-08-07,,5,0.008344923504867839,-0.0020354843450898,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-08-14,dynamic80_top1_rs20_7core_context_proxy,2327,same_week_close_to_next_5td_proxy,proxy,False,False,2015-08-14,,5,-0.0849802371541502,-0.149032772087679,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-08-21,dynamic80_top1_rs20_7core_context_proxy,9951,same_week_close_to_next_5td_proxy,proxy,False,False,2015-08-21,,5,-0.03691275167785238,0.1919440937083333,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-08-28,dynamic80_top1_rs20_7core_context_proxy,4528,same_week_close_to_next_5td_proxy,proxy,False,False,2015-08-28,,5,0.02707006369426748,0.0300593218390425,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-09-04,dynamic80_top1_rs20_7core_context_proxy,9951,same_week_close_to_next_5td_proxy,proxy,False,False,2015-09-04,,5,0.05315614617940199,-0.0394995458231119,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-09-11,dynamic80_top1_rs20_7core_context_proxy,6176,same_week_close_to_next_5td_proxy,proxy,False,False,2015-09-11,,5,0.04499999999999986,0.0012407906770248,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-09-18,dynamic80_top1_rs20_7core_context_proxy,4162,same_week_close_to_next_5td_proxy,proxy,False,False,2015-09-18,,5,-0.015837104072398328,0.0648759304223804,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-09-25,dynamic80_top1_rs20_7core_context_proxy,4162,same_week_close_to_next_5td_proxy,proxy,False,False,2015-09-25,,5,-0.049308373897516966,-0.0926437698848438,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-10-02,dynamic80_top1_rs20_7core_context_proxy,1464,same_week_close_to_next_5td_proxy,proxy,False,False,2015-10-02,,5,-0.014245014245014176,-0.0874370321254701,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-10-08,dynamic80_top1_rs20_7core_context_proxy,6143,same_week_close_to_next_5td_proxy,proxy,False,False,2015-10-08,,5,-0.03703703703703702,-0.0767815291856138,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-10-16,dynamic80_top1_rs20_7core_context_proxy,8433,same_week_close_to_next_5td_proxy,proxy,False,False,2015-10-16,,5,-0.06799999999999991,-0.0822741833668544,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-10-23,dynamic80_top1_rs20_7core_context_proxy,1527,same_week_close_to_next_5td_proxy,proxy,False,False,2015-10-23,,5,,,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-10-30,dynamic80_top1_rs20_7core_context_proxy,4129,same_week_close_to_next_5td_proxy,proxy,False,False,2015-10-30,,5,-0.03995157384987888,-0.0697520776946162,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-11-06,dynamic80_top1_rs20_7core_context_proxy,2439,same_week_close_to_next_5td_proxy,proxy,False,False,2015-11-06,,5,-0.06762589928057565,0.012711366777527,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-11-13,dynamic80_top1_rs20_7core_context_proxy,4129,same_week_close_to_next_5td_proxy,proxy,False,False,2015-11-13,,5,0.011250000000000036,-0.0082789473465143,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-11-20,dynamic80_top1_rs20_7core_context_proxy,3479,same_week_close_to_next_5td_proxy,proxy,False,False,2015-11-20,,5,0.02095808383233529,0.0294700424467836,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-11-27,dynamic80_top1_rs20_7core_context_proxy,4190,same_week_close_to_next_5td_proxy,proxy,False,False,2015-11-27,,5,-0.04848484848484846,-0.0441864189893264,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-12-04,dynamic80_top1_rs20_7core_context_proxy,3693,same_week_close_to_next_5td_proxy,proxy,False,False,2015-12-04,,5,-0.22222222222222213,-0.1526878528471816,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-12-11,dynamic80_top1_rs20_7core_context_proxy,3231,same_week_close_to_next_5td_proxy,proxy,False,False,2015-12-11,,5,0.07853403141361238,0.0408818716711913,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-12-18,dynamic80_top1_rs20_7core_context_proxy,3324,same_week_close_to_next_5td_proxy,proxy,False,False,2015-12-18,,5,0.04749679075738104,0.0223644230394359,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-12-25,dynamic80_top1_rs20_7core_context_proxy,2408,same_week_close_to_next_5td_proxy,proxy,False,False,2015-12-25,,5,-0.11712598425196832,-0.0533909761177969,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2015-12-31,dynamic80_top1_rs20_7core_context_proxy,6111,same_week_close_to_next_5td_proxy,proxy,False,False,2015-12-31,,5,-0.0933333333333334,0.0040565755441405,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-01-08,dynamic80_top1_rs20_7core_context_proxy,1737,same_week_close_to_next_5td_proxy,proxy,False,False,2016-01-08,,5,-0.09930069930069918,-0.0493597081175009,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-01-15,dynamic80_top1_rs20_7core_context_proxy,1589,same_week_close_to_next_5td_proxy,proxy,False,False,2016-01-15,,5,-0.014457831325301117,-0.0300334962921426,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-01-22,dynamic80_top1_rs20_7core_context_proxy,3596,same_week_close_to_next_5td_proxy,proxy,False,False,2016-01-22,,5,-0.04336734693877549,-0.124521784776867,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-01-29,dynamic80_top1_rs20_7core_context_proxy,3047,same_week_close_to_next_5td_proxy,proxy,False,False,2016-01-29,,5,-0.11398533782174756,-0.1204865213663736,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-02-03,dynamic80_top1_rs20_7core_context_proxy,3484,same_week_close_to_next_5td_proxy,proxy,False,False,2016-02-03,,5,0.11970074812967565,0.0531040539713807,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-02-19,dynamic80_top1_rs20_7core_context_proxy,2419,same_week_close_to_next_5td_proxy,proxy,False,False,2016-02-19,,5,0.04157549234135662,0.0261147837870074,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-02-26,dynamic80_top1_rs20_7core_context_proxy,6227,same_week_close_to_next_5td_proxy,proxy,False,False,2016-02-26,,5,-0.05000000000000003,-0.1098480008418634,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-03-04,dynamic80_top1_rs20_7core_context_proxy,3413,same_week_close_to_next_5td_proxy,proxy,False,False,2016-03-04,,5,-0.00961538461538456,-0.0306668066383464,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-03-11,dynamic80_top1_rs20_7core_context_proxy,6173,same_week_close_to_next_5td_proxy,proxy,False,False,2016-03-11,,5,-0.022653721682847815,-0.0482927711809625,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-03-18,dynamic80_top1_rs20_7core_context_proxy,5315,same_week_close_to_next_5td_proxy,proxy,False,False,2016-03-18,,5,-0.043795620437956054,-0.0241896666199697,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-03-25,dynamic80_top1_rs20_7core_context_proxy,1599,same_week_close_to_next_5td_proxy,proxy,False,False,2016-03-25,,5,0.07241910631741132,0.0834191070386283,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-04-01,dynamic80_top1_rs20_7core_context_proxy,2723,same_week_close_to_next_5td_proxy,proxy,False,False,2016-04-01,,5,-0.022641509433962308,0.0066769965789742,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-04-08,dynamic80_top1_rs20_7core_context_proxy,3032,same_week_close_to_next_5td_proxy,proxy,False,False,2016-04-08,,5,-0.046242774566473965,-0.1013640100059583,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-04-15,dynamic80_top1_rs20_7core_context_proxy,3665,same_week_close_to_next_5td_proxy,proxy,False,False,2016-04-15,,5,-0.07656612529002306,-0.0362657952346276,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-04-22,dynamic80_top1_rs20_7core_context_proxy,1536,same_week_close_to_next_5td_proxy,proxy,False,False,2016-04-22,,5,-0.04907975460122702,-0.0050113927350651,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-04-29,dynamic80_top1_rs20_7core_context_proxy,6274,same_week_close_to_next_5td_proxy,proxy,False,False,2016-04-29,,5,0.027874564459930293,0.0842705649227271,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-05-06,dynamic80_top1_rs20_7core_context_proxy,2062,same_week_close_to_next_5td_proxy,proxy,False,False,2016-05-06,,5,-0.008859357696567004,0.0158039663793774,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-05-13,dynamic80_top1_rs20_7core_context_proxy,3658,same_week_close_to_next_5td_proxy,proxy,False,False,2016-05-13,,5,0.17204301075268819,0.1420454590223847,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-05-20,dynamic80_top1_rs20_7core_context_proxy,8044,same_week_close_to_next_5td_proxy,proxy,False,False,2016-05-20,,5,-0.01033591731266148,-0.0948554997274228,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-05-27,dynamic80_top1_rs20_7core_context_proxy,4736,same_week_close_to_next_5td_proxy,proxy,False,False,2016-05-27,,5,-0.003257328990227945,-0.0322200439425641,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-06-03,dynamic80_top1_rs20_7core_context_proxy,3141,same_week_close_to_next_5td_proxy,proxy,False,False,2016-06-03,,5,0.062449509313477286,0.0742151484021191,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-06-08,dynamic80_top1_rs20_7core_context_proxy,3141,same_week_close_to_next_5td_proxy,proxy,False,False,2016-06-08,,5,0.0038535645472061036,0.0368968924601132,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-06-17,dynamic80_top1_rs20_7core_context_proxy,3617,same_week_close_to_next_5td_proxy,proxy,False,False,2016-06-17,,5,-0.07883817427385895,-0.0431511497524076,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-06-24,dynamic80_top1_rs20_7core_context_proxy,3548,same_week_close_to_next_5td_proxy,proxy,False,False,2016-06-24,,5,0.06010928961748649,-0.0361270919121536,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-07-01,dynamic80_top1_rs20_7core_context_proxy,6271,same_week_close_to_next_5td_proxy,proxy,False,False,2016-07-01,,5,0.012658227848101358,-0.0114643626271109,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-07-07,dynamic80_top1_rs20_7core_context_proxy,3078,same_week_close_to_next_5td_proxy,proxy,False,False,2016-07-07,,5,0.050632911392405125,-0.0355990539995996,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-07-15,dynamic80_top1_rs20_7core_context_proxy,3541,same_week_close_to_next_5td_proxy,proxy,False,False,2016-07-15,,5,0.0433212996389891,0.0094927524372068,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-07-22,dynamic80_top1_rs20_7core_context_proxy,5474,same_week_close_to_next_5td_proxy,proxy,False,False,2016-07-22,,5,0.03098927294398089,0.0318627862892603,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-07-29,dynamic80_top1_rs20_7core_context_proxy,4935,same_week_close_to_next_5td_proxy,proxy,False,False,2016-07-29,,5,-0.00664451827242514,-0.0350234776285064,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-08-05,dynamic80_top1_rs20_7core_context_proxy,3653,same_week_close_to_next_5td_proxy,proxy,False,False,2016-08-05,,5,-0.05271565495207668,-0.068858494515375,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-08-12,dynamic80_top1_rs20_7core_context_proxy,2421,same_week_close_to_next_5td_proxy,proxy,False,False,2016-08-12,,5,-0.009469696969697055,0.0168603945932649,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-08-19,dynamic80_top1_rs20_7core_context_proxy,2379,same_week_close_to_next_5td_proxy,proxy,False,False,2016-08-19,,5,-0.019230769230769246,-0.0462728821016781,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-08-26,dynamic80_top1_rs20_7core_context_proxy,8069,same_week_close_to_next_5td_proxy,proxy,False,False,2016-08-26,,5,-0.014925373134328342,0.0180883422953026,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-09-02,dynamic80_top1_rs20_7core_context_proxy,6451,same_week_close_to_next_5td_proxy,proxy,False,False,2016-09-02,,5,0.1748251748251748,0.1298840835834112,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-09-09,dynamic80_top1_rs20_7core_context_proxy,4551,same_week_close_to_next_5td_proxy,proxy,False,False,2016-09-09,,5,-0.01704295045223706,-0.0224201616496175,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-09-14,dynamic80_top1_rs20_7core_context_proxy,6126,same_week_close_to_next_5td_proxy,proxy,False,False,2016-09-14,,5,0.0717488789237669,-0.0238221700137581,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-09-23,dynamic80_top1_rs20_7core_context_proxy,3272,same_week_close_to_next_5td_proxy,proxy,False,False,2016-09-23,,5,-0.0427173604283058,-0.0263075737458776,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-09-30,dynamic80_top1_rs20_7core_context_proxy,8436,same_week_close_to_next_5td_proxy,proxy,False,False,2016-09-30,,5,0.04624277456647395,0.0279302720324217,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-10-07,dynamic80_top1_rs20_7core_context_proxy,3588,same_week_close_to_next_5td_proxy,proxy,False,False,2016-10-07,,5,-0.1028500619578686,-0.0888660504808849,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-10-14,dynamic80_top1_rs20_7core_context_proxy,3514,same_week_close_to_next_5td_proxy,proxy,False,False,2016-10-14,,5,-0.0020964360587002254,-0.0316493988405314,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-10-21,dynamic80_top1_rs20_7core_context_proxy,3546,same_week_close_to_next_5td_proxy,proxy,False,False,2016-10-21,,5,0.009673518742442521,0.0100714983795808,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-10-28,dynamic80_top1_rs20_7core_context_proxy,6548,same_week_close_to_next_5td_proxy,proxy,False,False,2016-10-28,,5,-0.01788617886178875,0.0277410237812126,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-11-04,dynamic80_top1_rs20_7core_context_proxy,1569,same_week_close_to_next_5td_proxy,proxy,False,False,2016-11-04,,5,0.10566037735849054,0.1308070471673739,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-11-11,dynamic80_top1_rs20_7core_context_proxy,2029,same_week_close_to_next_5td_proxy,proxy,False,False,2016-11-11,,5,0.05131964809384151,0.0411708904320113,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-11-18,dynamic80_top1_rs20_7core_context_proxy,6220,same_week_close_to_next_5td_proxy,proxy,False,False,2016-11-18,,5,0.12886048988285403,0.096629377696404,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-11-25,dynamic80_top1_rs20_7core_context_proxy,2014,same_week_close_to_next_5td_proxy,proxy,False,False,2016-11-25,,5,0.004830917874396132,0.0097019812459713,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-12-02,dynamic80_top1_rs20_7core_context_proxy,2612,same_week_close_to_next_5td_proxy,proxy,False,False,2016-12-02,,5,-0.08959999999999993,-0.1433898977596946,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-12-09,dynamic80_top1_rs20_7core_context_proxy,6220,same_week_close_to_next_5td_proxy,proxy,False,False,2016-12-09,,5,-0.05156537753222827,-0.0360989491793509,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-12-16,dynamic80_top1_rs20_7core_context_proxy,3293,same_week_close_to_next_5td_proxy,proxy,False,False,2016-12-16,,5,-0.04929577464788732,-0.0017701758665259,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-12-23,dynamic80_top1_rs20_7core_context_proxy,3455,same_week_close_to_next_5td_proxy,proxy,False,False,2016-12-23,,5,0.035555555555555486,0.004211192260038,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2016-12-30,dynamic80_top1_rs20_7core_context_proxy,2467,same_week_close_to_next_5td_proxy,proxy,False,False,2016-12-30,,5,0.004830917874396183,-0.0143630346883121,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-01-06,dynamic80_top1_rs20_7core_context_proxy,4725,same_week_close_to_next_5td_proxy,proxy,False,False,2017-01-06,,5,-0.04742268041237105,-0.0497678700905054,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-01-13,dynamic80_top1_rs20_7core_context_proxy,3529,same_week_close_to_next_5td_proxy,proxy,False,False,2017-01-13,,5,-0.09378531073446324,-0.0813154445841295,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-01-20,dynamic80_top1_rs20_7core_context_proxy,6220,same_week_close_to_next_5td_proxy,proxy,False,False,2017-01-20,,5,-0.0016313213703098572,-0.0359549324910482,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-01-24,dynamic80_top1_rs20_7core_context_proxy,8183,same_week_close_to_next_5td_proxy,proxy,False,False,2017-01-24,,5,0.335135135135135,0.3263013311589013,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-02-03,dynamic80_top1_rs20_7core_context_proxy,3346,same_week_close_to_next_5td_proxy,proxy,False,False,2017-02-03,,5,0.10691823899371064,0.058989395355554,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-02-10,dynamic80_top1_rs20_7core_context_proxy,3346,same_week_close_to_next_5td_proxy,proxy,False,False,2017-02-10,,5,0.034090909090909144,0.0138031668670788,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-02-17,dynamic80_top1_rs20_7core_context_proxy,2340,same_week_close_to_next_5td_proxy,proxy,False,False,2017-02-17,,5,-0.005422416483060448,-0.0014455496867171,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-02-24,dynamic80_top1_rs20_7core_context_proxy,3563,same_week_close_to_next_5td_proxy,proxy,False,False,2017-02-24,,5,0.022499999999999944,0.0352094235639999,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-03-03,dynamic80_top1_rs20_7core_context_proxy,3092,same_week_close_to_next_5td_proxy,proxy,False,False,2017-03-03,,5,-0.03320312499999992,-0.0305855172913462,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-03-10,dynamic80_top1_rs20_7core_context_proxy,5014,same_week_close_to_next_5td_proxy,proxy,False,False,2017-03-10,,5,0.10588235294117648,0.0509069088082505,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-03-17,dynamic80_top1_rs20_7core_context_proxy,6205,same_week_close_to_next_5td_proxy,proxy,False,False,2017-03-17,,5,-0.046568627450980275,-0.0504679586435846,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-03-24,dynamic80_top1_rs20_7core_context_proxy,2344,same_week_close_to_next_5td_proxy,proxy,False,False,2017-03-24,,5,0.17647058823529416,0.1881231446364583,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-03-31,dynamic80_top1_rs20_7core_context_proxy,4943,same_week_close_to_next_5td_proxy,proxy,False,False,2017-03-31,,5,-0.125,-0.125,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-04-07,dynamic80_top1_rs20_7core_context_proxy,5014,same_week_close_to_next_5td_proxy,proxy,False,False,2017-04-07,,5,-0.21165048543689305,-0.191063945375654,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-04-14,dynamic80_top1_rs20_7core_context_proxy,3362,same_week_close_to_next_5td_proxy,proxy,False,False,2017-04-14,,5,0.19784172661870486,0.2000185184249183,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-04-21,dynamic80_top1_rs20_7core_context_proxy,4968,same_week_close_to_next_5td_proxy,proxy,False,False,2017-04-21,,5,0.04722792607802857,0.0167092214634796,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-04-28,dynamic80_top1_rs20_7core_context_proxy,1569,same_week_close_to_next_5td_proxy,proxy,False,False,2017-04-28,,5,0.008962868117797819,-0.0132386901123673,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-05-05,dynamic80_top1_rs20_7core_context_proxy,3546,same_week_close_to_next_5td_proxy,proxy,False,False,2017-05-05,,5,-0.08968609865470847,-0.1176141920961428,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-05-12,dynamic80_top1_rs20_7core_context_proxy,1569,same_week_close_to_next_5td_proxy,proxy,False,False,2017-05-12,,5,-0.045219638242894045,-0.0374057231423795,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-05-19,dynamic80_top1_rs20_7core_context_proxy,6412,same_week_close_to_next_5td_proxy,proxy,False,False,2017-05-19,,5,0.04878048780487808,0.0166085725264271,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-05-26,dynamic80_top1_rs20_7core_context_proxy,3515,same_week_close_to_next_5td_proxy,proxy,False,False,2017-05-26,,5,0.038870224216547046,0.0196421824041235,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-06-02,dynamic80_top1_rs20_7core_context_proxy,6220,same_week_close_to_next_5td_proxy,proxy,False,False,2017-06-02,,5,0.0020614205554386478,-0.0203962900556999,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-06-09,dynamic80_top1_rs20_7core_context_proxy,6111,same_week_close_to_next_5td_proxy,proxy,False,False,2017-06-09,,5,-0.2307692307692307,-0.223626380316691,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-06-16,dynamic80_top1_rs20_7core_context_proxy,3443,same_week_close_to_next_5td_proxy,proxy,False,False,2017-06-16,,5,-0.027777777777777776,-0.0784612801124359,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-06-23,dynamic80_top1_rs20_7core_context_proxy,3653,same_week_close_to_next_5td_proxy,proxy,False,False,2017-06-23,,5,-0.03942652329749087,-0.0512584805279306,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-06-30,dynamic80_top1_rs20_7core_context_proxy,3443,same_week_close_to_next_5td_proxy,proxy,False,False,2017-06-30,,5,-0.031007751937984548,-0.0211615083861828,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-07-07,dynamic80_top1_rs20_7core_context_proxy,2351,same_week_close_to_next_5td_proxy,proxy,False,False,2017-07-07,,5,0.06493506493506482,0.0192673904776752,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-07-14,dynamic80_top1_rs20_7core_context_proxy,5263,same_week_close_to_next_5td_proxy,proxy,False,False,2017-07-14,,5,0.15918367346938758,0.1520529320421328,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-07-21,dynamic80_top1_rs20_7core_context_proxy,4919,same_week_close_to_next_5td_proxy,proxy,False,False,2017-07-21,,5,0.008741258741258673,0.0113955029868115,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-07-28,dynamic80_top1_rs20_7core_context_proxy,1444,same_week_close_to_next_5td_proxy,proxy,False,False,2017-07-28,,5,0.0509259259259258,0.0314051165047917,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-08-04,dynamic80_top1_rs20_7core_context_proxy,1444,same_week_close_to_next_5td_proxy,proxy,False,False,2017-08-04,,5,-0.09251101321585894,-0.0692983669670347,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-08-11,dynamic80_top1_rs20_7core_context_proxy,2421,same_week_close_to_next_5td_proxy,proxy,False,False,2017-08-11,,5,0.03,0.032672384953045,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-08-18,dynamic80_top1_rs20_7core_context_proxy,2603,same_week_close_to_next_5td_proxy,proxy,False,False,2017-08-18,,5,0.0377358490566038,-0.002169537026347,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-08-25,dynamic80_top1_rs20_7core_context_proxy,2603,same_week_close_to_next_5td_proxy,proxy,False,False,2017-08-25,,5,0.018181818181818042,0.0050082406804974,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-09-01,dynamic80_top1_rs20_7core_context_proxy,2337,same_week_close_to_next_5td_proxy,proxy,False,False,2017-09-01,,5,0.110981308411215,0.118897090250616,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-09-08,dynamic80_top1_rs20_7core_context_proxy,2337,same_week_close_to_next_5td_proxy,proxy,False,False,2017-09-08,,5,0.01682439537329136,0.0205224274057669,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-09-15,dynamic80_top1_rs20_7core_context_proxy,3519,same_week_close_to_next_5td_proxy,proxy,False,False,2017-09-15,,5,0.0056980056980055135,0.0248606615989009,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-09-22,dynamic80_top1_rs20_7core_context_proxy,3519,same_week_close_to_next_5td_proxy,proxy,False,False,2017-09-22,,5,-0.00566572237960334,0.0173669504724882,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-09-29,dynamic80_top1_rs20_7core_context_proxy,6238,same_week_close_to_next_5td_proxy,proxy,False,False,2017-09-29,,5,0.07407407407407415,0.0134968499839647,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-10-06,dynamic80_top1_rs20_7core_context_proxy,2340,same_week_close_to_next_5td_proxy,proxy,False,False,2017-10-06,,5,-0.09276018099547506,-0.140637321240281,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-10-13,dynamic80_top1_rs20_7core_context_proxy,3661,same_week_close_to_next_5td_proxy,proxy,False,False,2017-10-13,,5,0.027272727272727317,0.0134167774687439,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-10-20,dynamic80_top1_rs20_7core_context_proxy,3661,same_week_close_to_next_5td_proxy,proxy,False,False,2017-10-20,,5,-4.85722573273506e-17,0.0106602999692152,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-10-27,dynamic80_top1_rs20_7core_context_proxy,6121,same_week_close_to_next_5td_proxy,proxy,False,False,2017-10-27,,5,0.05847953216374279,0.0443861099562357,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-11-03,dynamic80_top1_rs20_7core_context_proxy,6435,same_week_close_to_next_5td_proxy,proxy,False,False,2017-11-03,,5,-0.07116104868913849,-0.0635320800262273,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-11-10,dynamic80_top1_rs20_7core_context_proxy,6525,same_week_close_to_next_5td_proxy,proxy,False,False,2017-11-10,,5,0.0117647058823529,0.0134133534025066,full dynamic80 selected-stock adjusted-close path not materialized,False,True
2017-11-17,dynamic80_top1_rs20_7core_context_proxy,2353,same_week_close_to_next_5td_proxy,proxy,False,False,2017-11-17,,5,0.009523809523809528,-0.0138493393189227,full dynamic80 selected-stock adjusted-close path not materialized,False,True
