pool_variant,snapshot_date,period,selected_count,unique_ticker_count,target_pool_size,shortfall_count,momentum_medium_or_high_count,pullback_medium_or_high_count,overlap_medium_or_high_count,neutral_medium_or_high_count,high_exhaustion_count,high_breakdown_count,fallback_00631L_reference_rows,ordinary_stock_pool_rows
A_retention_friendly_broad_label_pool,2025-10-31,P2,31,31,31,0,31,31,31,31,1,0,0,31
A_retention_friendly_broad_label_pool,2025-11-07,P2,31,31,31,0,31,31,31,31,0,1,0,31
A_retention_friendly_broad_label_pool,2025-11-14,P2,31,31,31,0,31,31,31,31,0,0,0,31
A_retention_friendly_broad_label_pool,2025-11-21,P2,31,31,31,0,31,31,31,31,0,0,0,31
A_retention_friendly_broad_label_pool,2025-11-28,P2,31,31,31,0,31,31,31,31,0,1,0,31
A_retention_friendly_broad_label_pool,2025-12-05,P2,31,31,31,0,31,31,31,31,0,2,0,31
A_retention_friendly_broad_label_pool,2025-12-12,P2,31,31,31,0,31,29,31,31,0,1,0,31
A_retention_friendly_broad_label_pool,2025-12-19,P2,31,31,31,0,31,31,31,31,0,1,0,31
A_retention_friendly_broad_label_pool,2025-12-26,P2,31,31,31,0,31,31,31,31,0,4,0,31
A_retention_friendly_broad_label_pool,2026-01-02,P2,31,31,31,0,31,29,31,31,0,2,0,31
A_retention_friendly_broad_label_pool,2026-01-09,P2,31,31,31,0,31,31,31,31,0,0,0,31
A_retention_friendly_broad_label_pool,2026-01-16,P2,31,31,31,0,31,31,31,31,0,0,0,31
A_retention_friendly_broad_label_pool,2026-01-23,P2,31,31,31,0,31,31,31,31,0,1,0,31
A_retention_friendly_broad_label_pool,2026-01-30,P2,31,31,31,0,31,31,31,31,0,2,0,31
A_retention_friendly_broad_label_pool,2026-02-06,P2,31,31,31,0,31,31,31,31,0,0,0,31
A_retention_friendly_broad_label_pool,2026-02-11,P2,31,31,31,0,31,30,31,31,0,1,0,31
A_retention_friendly_broad_label_pool,2026-02-26,P2,31,31,31,0,31,11,31,31,0,3,0,31
A_retention_friendly_broad_label_pool,2026-03-06,P2,31,31,31,0,31,19,31,31,0,4,0,31
A_retention_friendly_broad_label_pool,2026-03-13,P2,31,31,31,0,31,19,31,31,0,7,0,31
A_retention_friendly_broad_label_pool,2026-03-20,P2,31,31,31,0,31,16,30,31,0,8,0,31
A_retention_friendly_broad_label_pool,2026-03-27,P2,31,31,31,0,30,16,31,31,0,8,0,31
A_retention_friendly_broad_label_pool,2026-04-02,P2,31,31,31,0,31,28,31,31,0,8,0,31
A_retention_friendly_broad_label_pool,2026-04-10,P2,31,31,31,0,28,10,31,31,0,5,0,31
A_retention_friendly_broad_label_pool,2026-04-17,P2,31,31,31,0,29,7,31,31,0,10,0,31
A_retention_friendly_broad_label_pool,2026-04-24,P2,31,31,31,0,29,13,31,31,0,2,0,31
A_retention_friendly_broad_label_pool,2026-04-30,P2,31,31,31,0,30,16,31,31,0,4,0,31
A_retention_friendly_broad_label_pool,2026-05-08,P2,31,31,31,0,30,19,31,31,0,3,0,31
A_retention_friendly_broad_label_pool,2026-05-15,P2,31,31,31,0,31,30,31,31,0,1,0,31
A_retention_friendly_broad_label_pool,2026-05-22,P2,31,31,31,0,31,21,30,31,0,1,0,31
A_retention_friendly_broad_label_pool,2026-05-29,P2,31,31,31,0,30,19,31,31,0,5,0,31
A_retention_friendly_broad_label_pool,2026-06-05,P2,31,31,31,0,31,31,31,31,0,4,0,31
A_retention_friendly_broad_label_pool,2026-06-12,P2,31,31,31,0,31,31,31,31,0,3,0,31
A_retention_friendly_broad_label_pool,2026-06-18,P2,31,31,31,0,31,30,31,31,0,4,0,31
A_retention_friendly_broad_label_pool,2026-06-26,P2,31,31,31,0,31,31,31,31,0,0,0,31
A_retention_friendly_broad_label_pool,2026-06-29,P2,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2015-01-09,P1,31,31,31,0,13,0,0,31,0,0,0,31
B_score_balanced_pool,2015-01-16,P1,31,31,31,0,31,0,0,31,0,0,0,31
B_score_balanced_pool,2015-01-23,P1,31,31,31,0,31,0,0,31,0,0,0,31
B_score_balanced_pool,2015-01-30,P1,31,31,31,0,23,0,0,31,0,3,0,31
B_score_balanced_pool,2015-02-06,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2015-02-13,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2015-02-26,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2015-03-06,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2015-03-13,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2015-03-20,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2015-03-27,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2015-04-02,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2015-04-10,P1,31,31,31,0,30,29,31,31,0,0,0,31
B_score_balanced_pool,2015-04-17,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2015-04-24,P1,31,31,31,0,29,23,31,31,0,0,0,31
B_score_balanced_pool,2015-04-30,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2015-05-08,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2015-05-15,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2015-05-22,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2015-05-29,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2015-06-05,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2015-06-12,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2015-06-18,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2015-06-26,P1,31,31,31,0,30,29,31,31,0,0,0,31
B_score_balanced_pool,2015-07-03,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2015-07-09,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2015-07-17,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2015-07-24,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2015-07-31,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2015-08-07,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2015-08-14,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2015-08-21,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2015-08-28,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2015-09-04,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2015-09-11,P1,31,31,31,0,30,22,31,31,0,0,0,31
B_score_balanced_pool,2015-09-18,P1,31,31,31,0,30,27,31,31,0,0,0,31
B_score_balanced_pool,2015-09-25,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2015-10-02,P1,31,31,31,0,28,26,31,31,0,0,0,31
B_score_balanced_pool,2015-10-08,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2015-10-16,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2015-10-23,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2015-10-30,P1,31,31,31,0,30,27,31,31,0,0,0,31
B_score_balanced_pool,2015-11-06,P1,31,31,31,0,30,29,31,31,0,0,0,31
B_score_balanced_pool,2015-11-13,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2015-11-20,P1,31,31,31,0,30,26,31,31,0,0,0,31
B_score_balanced_pool,2015-11-27,P1,31,31,31,0,29,29,31,31,0,0,0,31
B_score_balanced_pool,2015-12-04,P1,31,31,31,0,30,26,31,31,0,0,0,31
B_score_balanced_pool,2015-12-11,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2015-12-18,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2015-12-25,P1,31,31,31,0,30,28,31,31,0,0,0,31
B_score_balanced_pool,2015-12-31,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2016-01-08,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2016-01-15,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2016-01-22,P1,31,31,31,0,30,31,31,31,0,0,0,31
B_score_balanced_pool,2016-01-29,P1,31,31,31,0,31,18,31,31,0,0,0,31
B_score_balanced_pool,2016-02-03,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2016-02-19,P1,31,31,31,0,30,22,31,31,0,0,0,31
B_score_balanced_pool,2016-02-26,P1,31,31,31,0,31,23,31,31,0,0,0,31
B_score_balanced_pool,2016-03-04,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2016-03-11,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2016-03-18,P1,31,31,31,0,30,24,31,31,0,0,0,31
B_score_balanced_pool,2016-03-25,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2016-04-01,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2016-04-08,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2016-04-15,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2016-04-22,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2016-04-29,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2016-05-06,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2016-05-13,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2016-05-20,P1,31,31,31,0,30,31,31,31,0,0,0,31
B_score_balanced_pool,2016-05-27,P1,31,31,31,0,31,24,31,31,0,0,0,31
B_score_balanced_pool,2016-06-03,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2016-06-08,P1,31,31,31,0,31,24,31,31,0,0,0,31
B_score_balanced_pool,2016-06-17,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2016-06-24,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2016-07-01,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2016-07-07,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2016-07-15,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2016-07-22,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2016-07-29,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2016-08-05,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2016-08-12,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2016-08-19,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2016-08-26,P1,31,31,31,0,31,23,31,31,0,0,0,31
B_score_balanced_pool,2016-09-02,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2016-09-09,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2016-09-14,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2016-09-23,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2016-09-30,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2016-10-07,P1,31,31,31,0,30,29,31,31,0,0,0,31
B_score_balanced_pool,2016-10-14,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2016-10-21,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2016-10-28,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2016-11-04,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2016-11-11,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2016-11-18,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2016-11-25,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2016-12-02,P1,31,31,31,0,29,27,31,31,0,0,0,31
B_score_balanced_pool,2016-12-09,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2016-12-16,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2016-12-23,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2016-12-30,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2017-01-06,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2017-01-13,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2017-01-20,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2017-01-24,P1,31,31,31,0,30,29,31,31,0,0,0,31
B_score_balanced_pool,2017-02-03,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2017-02-10,P1,31,31,31,0,30,26,31,31,0,0,0,31
B_score_balanced_pool,2017-02-17,P1,31,31,31,0,30,31,31,31,0,0,0,31
B_score_balanced_pool,2017-02-24,P1,31,31,31,0,30,28,31,31,0,0,0,31
B_score_balanced_pool,2017-03-03,P1,31,31,31,0,30,27,31,31,0,0,0,31
B_score_balanced_pool,2017-03-10,P1,31,31,31,0,30,29,31,31,0,0,0,31
B_score_balanced_pool,2017-03-17,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2017-03-24,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2017-03-31,P1,31,31,31,0,31,22,31,31,0,0,0,31
B_score_balanced_pool,2017-04-07,P1,31,31,31,0,31,22,31,31,0,0,0,31
B_score_balanced_pool,2017-04-14,P1,31,31,31,0,30,21,31,31,0,0,0,31
B_score_balanced_pool,2017-04-21,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2017-04-28,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2017-05-05,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2017-05-12,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2017-05-19,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2017-05-26,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2017-06-02,P1,31,31,31,0,31,27,30,31,0,0,0,31
B_score_balanced_pool,2017-06-09,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2017-06-16,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2017-06-23,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2017-06-30,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2017-07-07,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2017-07-14,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2017-07-21,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2017-07-28,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2017-08-04,P1,31,31,31,0,30,26,31,31,0,0,0,31
B_score_balanced_pool,2017-08-11,P1,31,31,31,0,30,29,31,31,0,0,0,31
B_score_balanced_pool,2017-08-18,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2017-08-25,P1,31,31,31,0,31,21,31,31,0,0,0,31
B_score_balanced_pool,2017-09-01,P1,31,31,31,0,30,29,31,31,0,0,0,31
B_score_balanced_pool,2017-09-08,P1,31,31,31,0,29,27,31,31,0,0,0,31
B_score_balanced_pool,2017-09-15,P1,31,31,31,0,30,30,31,31,0,0,0,31
B_score_balanced_pool,2017-09-22,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2017-09-29,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2017-10-06,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2017-10-13,P1,31,31,31,0,31,22,31,31,0,0,0,31
B_score_balanced_pool,2017-10-20,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2017-10-27,P1,31,31,31,0,30,25,31,31,0,0,0,31
B_score_balanced_pool,2017-11-03,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2017-11-10,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2017-11-17,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2017-11-24,P1,31,31,31,0,31,23,31,31,0,0,0,31
B_score_balanced_pool,2017-12-01,P1,31,31,31,0,30,23,31,31,0,0,0,31
B_score_balanced_pool,2017-12-08,P1,31,31,31,0,30,30,31,31,0,0,0,31
B_score_balanced_pool,2017-12-15,P1,31,31,31,0,26,29,31,31,0,0,0,31
B_score_balanced_pool,2017-12-22,P1,31,31,31,0,28,27,31,31,0,0,0,31
B_score_balanced_pool,2017-12-29,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2018-01-05,P1,31,31,31,0,27,23,31,31,0,0,0,31
B_score_balanced_pool,2018-01-12,P1,31,31,31,0,31,23,31,31,0,0,0,31
B_score_balanced_pool,2018-01-19,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2018-01-26,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2018-02-02,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2018-02-09,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2018-02-12,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2018-02-23,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2018-03-02,P1,31,31,31,0,27,21,31,31,0,0,0,31
B_score_balanced_pool,2018-03-09,P1,31,31,31,0,25,23,30,31,0,0,0,31
B_score_balanced_pool,2018-03-16,P1,31,31,31,0,30,19,30,31,0,0,0,31
B_score_balanced_pool,2018-03-23,P1,31,31,31,0,31,24,31,31,0,0,0,31
B_score_balanced_pool,2018-03-30,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2018-04-03,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2018-04-13,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2018-04-20,P1,31,31,31,0,30,25,31,31,0,0,0,31
B_score_balanced_pool,2018-04-27,P1,31,31,31,0,28,27,31,31,0,0,0,31
B_score_balanced_pool,2018-05-04,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2018-05-11,P1,31,31,31,0,29,26,31,31,0,0,0,31
B_score_balanced_pool,2018-05-18,P1,31,31,31,0,29,20,31,31,0,0,0,31
B_score_balanced_pool,2018-05-25,P1,31,31,31,0,23,22,31,31,0,0,0,31
B_score_balanced_pool,2018-06-01,P1,31,31,31,0,30,25,31,31,0,0,0,31
B_score_balanced_pool,2018-06-08,P1,31,31,31,0,28,29,31,31,0,0,0,31
B_score_balanced_pool,2018-06-15,P1,31,31,31,0,28,28,31,31,0,0,0,31
B_score_balanced_pool,2018-06-22,P1,31,31,31,0,30,28,31,31,0,0,0,31
B_score_balanced_pool,2018-06-29,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2018-07-06,P1,31,31,31,0,30,23,31,31,0,0,0,31
B_score_balanced_pool,2018-07-13,P1,31,31,31,0,31,21,31,31,0,0,0,31
B_score_balanced_pool,2018-07-20,P1,31,31,31,0,31,20,31,31,0,0,0,31
B_score_balanced_pool,2018-07-27,P1,31,31,31,0,31,19,31,31,0,0,0,31
B_score_balanced_pool,2018-08-03,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2018-08-10,P1,31,31,31,0,31,24,31,31,0,0,0,31
B_score_balanced_pool,2018-08-17,P1,31,31,31,0,31,24,31,31,0,0,0,31
B_score_balanced_pool,2018-08-24,P1,31,31,31,0,30,26,31,31,0,0,0,31
B_score_balanced_pool,2018-08-31,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2018-09-07,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2018-09-14,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2018-09-21,P1,31,31,31,0,31,22,31,31,0,0,0,31
B_score_balanced_pool,2018-09-28,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2018-10-05,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2018-10-12,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2018-10-19,P1,31,31,31,0,30,28,31,31,0,0,0,31
B_score_balanced_pool,2018-10-26,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2018-11-02,P1,31,31,31,0,30,24,31,31,0,0,0,31
B_score_balanced_pool,2018-11-09,P1,31,31,31,0,30,23,31,31,0,0,0,31
B_score_balanced_pool,2018-11-16,P1,31,31,31,0,31,21,31,31,0,0,0,31
B_score_balanced_pool,2018-11-23,P1,31,31,31,0,30,28,31,31,0,0,0,31
B_score_balanced_pool,2018-11-30,P1,31,31,31,0,30,25,31,31,0,0,0,31
B_score_balanced_pool,2018-12-07,P1,31,31,31,0,23,28,31,31,0,0,0,31
B_score_balanced_pool,2018-12-14,P1,31,31,31,0,29,30,31,31,0,0,0,31
B_score_balanced_pool,2018-12-21,P1,31,31,31,0,26,28,31,31,0,0,0,31
B_score_balanced_pool,2018-12-28,P1,31,31,31,0,30,29,31,31,0,0,0,31
B_score_balanced_pool,2019-01-04,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2019-01-11,P1,31,31,31,0,28,21,31,31,0,0,0,31
B_score_balanced_pool,2019-01-18,P1,31,31,31,0,28,21,31,31,0,0,0,31
B_score_balanced_pool,2019-01-25,P1,31,31,31,0,28,28,31,31,0,0,0,31
B_score_balanced_pool,2019-01-30,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2019-02-15,P1,31,31,31,0,29,28,31,31,0,0,0,31
B_score_balanced_pool,2019-02-22,P1,31,31,31,0,30,26,31,31,0,0,0,31
B_score_balanced_pool,2019-02-27,P1,31,31,31,0,30,27,31,31,0,0,0,31
B_score_balanced_pool,2019-03-08,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2019-03-15,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2019-03-22,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2019-03-29,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2019-04-03,P1,31,31,31,0,31,22,31,31,0,0,0,31
B_score_balanced_pool,2019-04-12,P1,31,31,31,0,30,28,31,31,0,0,0,31
B_score_balanced_pool,2019-04-19,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2019-04-26,P1,31,31,31,0,30,22,31,31,0,0,0,31
B_score_balanced_pool,2019-05-03,P1,31,31,31,0,31,22,31,31,0,0,0,31
B_score_balanced_pool,2019-05-10,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2019-05-17,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2019-05-24,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2019-05-31,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2019-06-06,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2019-06-14,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2019-06-21,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2019-06-28,P1,31,31,31,0,30,29,31,31,0,0,0,31
B_score_balanced_pool,2019-07-05,P1,31,31,31,0,30,30,31,31,0,0,0,31
B_score_balanced_pool,2019-07-12,P1,31,31,31,0,30,26,31,31,0,0,0,31
B_score_balanced_pool,2019-07-19,P1,31,31,31,0,31,24,31,31,0,0,0,31
B_score_balanced_pool,2019-07-26,P1,31,31,31,0,31,18,31,31,0,0,0,31
B_score_balanced_pool,2019-08-02,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2019-08-08,P1,31,31,31,0,30,27,31,31,0,0,0,31
B_score_balanced_pool,2019-08-16,P1,31,31,31,0,30,25,31,31,0,0,0,31
B_score_balanced_pool,2019-08-23,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2019-08-30,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2019-09-06,P1,31,31,31,0,30,26,31,31,0,0,0,31
B_score_balanced_pool,2019-09-12,P1,31,31,31,0,31,24,31,31,0,0,0,31
B_score_balanced_pool,2019-09-20,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2019-09-27,P1,31,31,31,0,31,30,31,31,0,0,0,31
B_score_balanced_pool,2019-10-04,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2019-10-09,P1,31,31,31,0,31,28,31,31,0,0,0,31
B_score_balanced_pool,2019-10-18,P1,31,31,31,0,31,24,31,31,0,0,0,31
B_score_balanced_pool,2019-10-25,P1,31,31,31,0,31,23,31,31,0,0,0,31
B_score_balanced_pool,2019-11-01,P1,31,31,31,0,31,21,31,31,0,0,0,31
B_score_balanced_pool,2019-11-08,P1,31,31,31,0,31,23,31,31,0,0,0,31
B_score_balanced_pool,2019-11-15,P1,31,31,31,0,30,23,31,31,0,0,0,31
B_score_balanced_pool,2019-11-22,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2019-11-29,P1,31,31,31,0,31,31,31,31,0,0,0,31
B_score_balanced_pool,2019-12-06,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2019-12-13,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2019-12-20,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2019-12-27,P1,31,31,31,0,31,25,31,31,0,0,0,31
B_score_balanced_pool,2020-01-03,P1,31,31,31,0,31,26,31,31,0,0,0,31
B_score_balanced_pool,2020-01-10,P1,31,31,31,0,31,29,31,31,0,0,0,31
B_score_balanced_pool,2020-01-17,P1,31,31,31,0,31,27,31,31,0,0,0,31
B_score_balanced_pool,2020-01-20,P1,31,31,31,0,31,21,31,31,0,0,0,31
B_score_balanced_pool,2020-01-31,P1,31,31,31,0,31,24,31,31,0,0,0,31
B_score_balanced_pool,2020-02-07,P1,31,31,31,0,30,24,31,31,0,0,0,31
B_score_balanced_pool,2020-02-14,P1,31,31,31,0,30,19,31,31,0,0,0,31
B_score_balanced_pool,2020-02-21,P1,31,31,31,0,29,17,31,31,0,0,0,31
B_score_balanced_pool,2020-02-27,P1,31,31,31,0,31,26,30,31,0,0,0,31
B_score_balanced_pool,2020-03-06,P1,31,31,31,0,28,25,31,31,0,0,0,31
B_score_balanced_pool,2020-03-13,P1,31,31,31,0,31,26,31,31,0,0,0,31
